Date,Sales
2013-03-07,3174.508162385534
2013-03-08,3098.4015194125855
2013-03-09,3060.4308508921154
2013-03-10,3021.5599869059474
2013-03-11,2956.355035185845
2013-03-12,2914.7574611285854
2013-03-13,2918.222543274224
2013-03-14,2886.864863979017
2013-03-15,2848.482305634845
2013-03-16,2852.7150753416745
2013-03-17,2859.2368990886976
2013-03-18,2841.2534611079664
2013-03-19,2847.313859927835
2013-03-20,2897.4881011305915
2013-03-21,2910.551211262713
2013-03-22,2913.044386720879
2013-03-23,2953.4686887045837
2013-03-24,2990.507487617663
2013-03-25,2996.5518938164087
2013-03-26,3019.534228971657
2013-03-27,3079.121981274315
2013-03-28,3093.9124076477597
2013-03-29,3090.497941584217
2013-03-30,3117.6578344997224
2013-03-31,3134.572323945341
2013-04-01,3114.333825022689
2013-04-02,3105.7606199032234
2013-04-03,3129.5660577920985
2013-04-04,3105.524129386531
2013-04-05,3061.5023868794715
2013-04-06,3047.6185382637977
2013-04-07,3024.4179731538197
